,tunes
574,edGAA3Gg2d2e2d2|d2A2d2A2d4f2g2|d2Bdd4gfd2g4|g2e2e2d2e2d2d4||edGAA2G2g2d2efd2|d2A2d2A2d3Befg2|d2BddBd2gfd2fg3|g2e2e2d2e2d2d4||g2a2b2g2b2g2efe2|d2gfg4a2e2d2a2|g2abd'2abd'4ab2a|g2f2d2e2e2d2d4||f2a2b2g2b2g2efed|d2gfg4a2e2d2ag|g2abd'2bd'd'4d'e'ba|g2f2d2e2e2d2d4
575,d4f2a2g2e2d4|d4bd'3efd'2e2f2|e4efgfe4B2d2|f2a2ba3gag2ef3||d4fga2g2e2d4|d4bd'3efd'2e2f2|e4efgfe4BAd2|ega2a2g2a2d'e'a2d'2||ga3b2d'e'd'4agb2|d'4a2d'2b2d'2gfg2|d'2b2a2d'2g2agfede|a2e'2a4g2d'2a2b2||ga3d'3e'd'4a2b2|d'4abd'2d'4gf2g|d'e'd'2a2d'2g2a2e4|g2e'f'a2g2b2abg4
576,d4d2B2d4d2e2|f2d2f2d2f2e2d2B2|e3dd2A2d4d2f2|d2Bdd4A4A4||d4d2B2d4d3e|f2d2f2d2f2e2d2Bd|e4d2A2d4d2f2|d2Bdd4A4A4||e4e2g2aga2g2e2|g2f2e2gfg2e2d4|d4e2g2g2a2e2f2|d4d4B2A2A2BA||e4e2g2aga2g2e2|g2f2e2fgg2e2d4|d4e2g2g2a2e2f2|d4d4A4A4
577,d4dBede3dd4|e4e2g2a2gaa4|d4d2f2f2e2d2Bd|BdB2A2G2G2A2B2A2||d4d4e2d2d4|e4e2g2b2gaa4|d4d2f2f2e2d2Bd|BdB2A2G2G2A2B2A2||a4g4babd'd'2a2|g4g2d2feg2g2a2|b2aba2g2a4b2ag|f2edded2A2B2d2B2||a4g4a2d'2d'2a2|gag2gfedf2g2g2a2|b4a2g2a4bd'ag|f2eddedBA2B2d2B2
578,d4d4ded2d2e2|f4abd'2d'4d'2b2|d4d4d2e2d2e2|d2e2g2e2d4e2d2||d4d4d4d2e2|fefgabd'2d'4b3a|gag2ga3d'2a2e4|d2e2g2e2d4e2d2||d'e'g2g2a2d'b3f2b2|a4a2ede2d2d2e2|g3ab2a2d'2bd'def2|f2e2g2e2d2B2e2g2||d'e'g2g2a2d'2b2f2b2|a4a2e2ed3d2g2|ed3g2b2d'4d'2f2|f2e2g2e2d3Be2d2
579,D2FGG4E2F2D2F2|D2E2G2A2G2E2E4|EFd2FEABF2G2F2E2|D2E2A2D2E2D2D4||D2F2FGF2E2F2D2F2|D2E2G2A2G2E2E4|E2d2E2A2F2G2F2E2|D2E2A2D2E2D2D4||d3ee2d2A2d2g2d2|d2e2fge2d4d2e2|d2e2e2B2AGB2d2A2|B2GAG2E2E2D2D4||d3ee2d2A2d2gfd2|d2e2f2e2d4d2e2|e2f2d3ee2B2G3F|D4FGE2E2D2D4
580,d4A2G2F2e2G2B2|de3d2A2BdB2d4|d4BdG2A2B2AGd2|d2e2f2e2d4d4||d4A2G2EFe2G2AB|d2e2d2A2B4d4|d4BdG2A2B2G2d2|d2e2f2e2d4d4||d'2d2d2e2g2d2d4|g2d'2gafeg3fe2d2|a2e2d2g2gfd2A2B2|d2e2g2e2d4d4||d'2edd2e2g2d2dBd2|g2d'2gafeg3fefd2|a2g2g4f2d2A2B2|d2e2g2e2d4d4
581,e2A2d4f2A2e2d2|d2B2d2A2d4g2f2|e2d2d4g2d2e2d2|d2A2A2BAAB3ABd2||e2A2d4f2A2ded2|d2B2d2A2d4g2f2|e2d2d4g2d2efd2|d2A2A2BAA4ABdB||d2ede4a4g2f2|a4a4a2f2e4|g2d2e2g2b2a2g4|f4f2a2g2efe2d2||d2edd2efa4g2f2|a4a4a2f2e4|g2d2e2g2b2a2g3f|f4f2a2g2efe2de
582,d4d2e2e2fed4|f2g2f2a2d'2a2g2f2|d4d4e2f2d4|d4ede2e2d2g2d2||d4d4e2fed4|f2g2fga2d'2a2g2f2|d4d2f2gag2d2Bd|d4d2e2e2d2g2dB||d'2g2d'2a2g4f2d2|g4g4a4a2d'2|b2a2b2a2b2a2e2d2|d4g2ede2d2a2e2||d'2g2d'2a2g4f2d2|g4g4a4a2d'2|bag2b2a2b2a2f2d2|d4f2ede2d2a2e2
583,E4F2G2G2A2B2A2|FGE2A3GEFG2D4|D4E4F4G4|D2EFF4AGE2D4||E4F2G2G2A2B2A2|F2E2A3GEFG2D4|D4E4F4FG3|D2EFF4G2E2D4||abG2G2AGB4A4|A2G2E2G2A2d2F2EF|A2d2G4E2A2E2A2|E2dBA2G2A2E2E2GF||a2G2GFAGB4A4|A2GFE2F2A2d2F4|G2A2A2G2E2A2E2G2|E2B2A2G2A2E2D4
584,g4f2d2d4d2f2|g4g2a2b4a2g2|g4e2d2d4A2d2|d2G2B2G2G2A2A2e2||g4fed2d4d2f2|gfg2ga3aba2a2g2|gag2f2g2d4A4|ABG2B2G2G2A2ABd2||g2f2f2gaa2b2a2b2|a4g2fgg2e2ded2|f2g2efg2efefd4|d2G2d2A2F2A2d4||g2f2f2gaa2b2a4|bab2g2f2g2e2de3|e2d2d2A2AG3G2d2|d2G2d2A2F2A2d4
585,"D3ED2E2G3Ad4|A2G2d4A2GAE2G2|D3EE2G2G4d4|e4d4G2F2D4||D4D2E2G3Ad4|A2GAd4A2G2E2G2|DB,D2E2GFG4dBd2|e4d4G2E2D4||ded2BA3A2B2d2B2|d4d4A2G2F2G2|B2d2d4G2d2f4|d2e2d4A2E2D4||ded2A4A2B2d2B2|d4d4A2GFFEG2|B2d2B2d2d2e2d2e2|d2e2d4A2E2D4"
586,E2DEDEDEF2GFAGEG|ABG2B2E2B2d2G3A|E2G2E2F2E2A2d2e2|f2e2d4d4d4||E2D2D4F2E2E2G2|A2G2B2E2ABd2G2d2|F2d2GFA2BdB2d3e|fge2e2d2d3ee2d2||d2B2g2d2d4e4|e2d2d4B2d2A2d2|G2d2g2d2g2e2g4|efd2d4d4e2g2||d2B2g2dBd4e4|e2d2d4B2d2A2d2|G2d2e2d2e3dde3|g2d2d4d4d4
587,"D4D4B,D3D2F2|E2D2A2D2DE2DD2B,D|D2G2FEDED4F2G2|E4E2F2A2G2E2B2||E2F2DED2B,2D2D2F2|E2D2A2D2E4E2D2|D2G2E2D2D4EFGF|E4E2FGA2E2E2D2||E3FE4G2D2D4|D2F2EFD2D2EDD4|E4G2AGd2E2G2F2|D2FEF2E2G2E2E2D2||E4F2E2GFD2D4|D2F2E2D2E2D2D4|E2d2d4BAd2d2A2|D2E2F2E2G2E2E2D2"
588,GFABB2d2e2a2g4|f2d2e2d2BdA2G2A2|F2A2BAd2d4f2de|d4A2GFE2D2D2BA||F2A2B2d2e2a2gag2|f2d2e2d2BdA2G2A2|F2A2ABd2d4d2e2|d2e2B2A2A2F2FEd2||bd'a2a2gfe3fg2ag|g2e2e2d2e2d2d4|abgffg3d4g4|efa2g4e2def2ab||bd'a2a2gfe3fg2ag|g2e2e2d2e2d2d2d'2|d2f2g2edagdee2f2|e2d2d2A2B2G2G2FE
589,gad2e4g3ag2fe|g4fg3g4abab|a2e2g4a2bd'a2g2|aba2gfe2d2B2B2d2||g2deede2g4g2e2|g4fg3gag2abab|abg2b2d'bd'2b2a2g2|b2a2gfe2d2B2B3d||a2d'2d'2bd'd'4d'4|d'2bd'g3ed2ABA2d2|a2bd'd'4aga2bad'2|d'2a2f2e2d2B2B3d||a2d'2d'2bd'd'bd'2d'4|d'3bg3ed2A2A2d2|gad'2e'2d'2d'2gaa2d'2|d'2a2fge2d2B2B4
590,d2GAA2G2d2edd4|A2d2BA3d2e2g2de|d2A2B2G2d4d4|A2d2d4d4d2B2||d2A2A2G2d2e2d4|A2d2BA2Gd2e2g2e2|d2A2B2G2d4d3B|A2d2d4d3Bd2B2||d4e2g2bad'2d'3b|g2a2bd'a2fga2g2e2|B2f2gf2gb2d'2d'2a2|bd'b2g4e2d2d4||d4e2g2b2d'2d'3b|a3bbd'a2fga2g2d2|d'2a2a4a2b2d'2ba|bd'b2a2g2e2d2d4
591,e2d2d4d2e2d2fe|g2e2d4g2e2A2B2|d4d2A2A2d2e2d2|d2f2g2bag2e2e4||e2d2d4d2e2de3|g2e2d4g2e2A2B2|d4d2A2A2d2e2d2|d2f2g2a2g2e2e2g2||d'4d'2bad'4e'3d'|d'4d'3bg2d'e'e'2ab|b2d'2d'4d'4d'2a2|d'4a2d'2a2g2f4||bd'3d'2b2d'4e'2d'2|d'4d'3bg2d'e'e'2ab|d'4d'4d'4d'2a2|d'3ba2d'2bag2f2e2
592,"G2A2GFDED2E2E2F2|E2G2B2d2B2A2E2G2|A2B2GFDED2E2FG2A|G2FGF2D2ED3D2GF||G2A2F2D2D2E2E2F2|E2G2B2d2B2A2E2G2|A2d2A2G2A2G2A3B|G4F2D2D4D2FG||B2d2d4B2G2E4|d2e2d2f2d2A2FGA2|d4d4d2A2B2A2|A2F2F2EDD3B,D2A2||B2d2d4B2G2E4|d2e2d2efd2A2F2A2|d2e2deg2d2e2d4|G3FF2D2E2DB,D4"
593,d4e4f2d2d4|A2B2e2d2efd2d2B2|d2e2abe2f2d2d4|e2d2B2d2e2d2d4||f2g2a2e2efd2d4|A3Be2d2e2d2d2B2|d2e2b2e2f2d2d4|e2d2B2d2e2d2d4||d'2a2bd'2be2g2g2a2|a4b2d'2d'bg2f2g2|b2d'2d'2a2e2g2b4|a2e2d2f2f2e2d4||a2b2d'2age2g2g2a2|a4bd'3b2g2f2g2|b2d'2d'2agg2a2ab2d'|a2e2d2effed2g4
594,D4D2E2F2D2D2EF|G2D2G2F2FGE2D4|D2E2E2F2A2E2GFG2|A2G2G2E2D2E2D2E2||D4D2E2F2D2D2E2|G2D2GAF2FGE2D4|D3EE2F2G2E2F2G2|A2G2G2E2D2E2EDA2||deGAAGA2A2G2E4|G2F2E2G2A2d2d4|ed3Bd3d2A2G2F2|A2G2F2E2D4E2d2||d2GAA4A2G2E4|G2FEE2G2A2d2d4|ga3g2d2A2d2A4|ABG2F2E2D4D4
595,d4d2B2A4B2d2|ded2d2ABede2g2d2|d4d2A2GA3d2e2|f2e2d2A2d2A2A4||d4d2B2A4B2d2|ded2d2ABd2e2d2e2|d4d2A2G2A2d2e2|f2e2d2A2d2A2A4||d4B2A2B2d2e2d2|d2B2G2B2e4e2d2|d4B2G2A2d2d2e2|g2e2d2ABd2A2ABAB||d4B2A2A2d2ded2|d2BAG2A2e4e2d2|d4B2G2A2d2d2e2|g2e2d2A2d2A2AB3
596,"d4d4B2d2A4|AGA2d4d2e2g2e2|e4d2BdA4F2D2|D4D2E2E2F2G2A2||d4d4B2d2A4|G2A2d4d2e2g2e2|e4d2B2A4F2D2|DB,D2F2G2A4A2de||gag2a2g2d2g2e2fg|a4g2b2d'4d'2b2|fg3a2g2f2e2d2e2|d2A2A2d2G2B2d4||gag2a2g2d2g2e2fg|a4g2b2d'4d'2ba|g4a2g2f2e2d2g2|f2a2g2d2g2d2d4"
597,g4g2e2e2d2d2e2|g4g4a2e2e2d2|a2gaa4g4d4|e4d4f2ded4||g4g2e2e2d2d2e2|g4g4a2efe2d2|a4abagg4d4|e4d4f2e2d4||bd'f2g2aga2g2g2a2|g2e2f2a2d'2b2g4|d4d2f2a2g2e2f2|e3dd4f2edd4||bd'feg2aga2g2g2a2|g2e2f2a2d'2bd'g4|d4d2f2a2g2e2f2|e4d4f2edd4
598,fgd2d2edG2e2e2d2|d4e2d2e4d2e2|e4e4Bde2d3B|d2B2d2e2g2a2g2f2||fgd2d2edG2e2e2d2|d4e2d2e4d4|e4e4Bde2d3B|d2B2d2e2g2a2gad'2||d'4d'4d'e'd'2d'4|bad'2d'2b2d'4bd'3|d'4f'e'd'2d'4a2g2|d4d2feg4g2d'2||bd'3e'2d'2d'e'd'2d'4|b2d'2d'2b2d'4bd'3|e'2d'2e'd'3e'2d'2bd'g2|d'2a2gagfg2a2g2e2
599,fgd2d2gedefee2g2|gfe2fgb2bd'3e'4|d'2e2f2g2gag2gad'e'|d'2b2agfgd4d4||fed2d2gfe4e2g2|gfe2ead'bd'4e'3f'|d'2e2fg3g4ad'3|d'2abgfg2d4d4||g2d'2e'2f'2d'4e'2d'b|a2faba3g2faga2b|d'2e'2e'3d'gdabd'2bd'|e'2d'2g2e2d4d4||e2d'2e'f'e'f'd'4e'2d'b|a2gagfb2b2ad'bd'e'2|f'g'f'2f'2d'2e'd'ad'd'bd'2|d'4a4abe2d4
600,e2Bdd2feg2f2d2g2|a2g2e2a2e2d2Bd3|fed2e2fga2g2gad'2|d'4bag2ef3def2||e2ABd2feg2e2d2g2|bag2dea2e2d2B2d2|fed2efg2g2efgad'2|d'2bd'bag2e2f2g2d'2||a2d'2d'2e'd'd'2a2a2d'b|d'2ad'd'4g2a2agd'e'|d'2bd'd'3aa4a2ba|d'4a2g2e4f2d'2||a2d'2d'e'd'2d'2a2a2d'b|bd'bd'd'4g3ag2d'2|d'4e'2d'aa4agd'2|d'4a2g2e4e2d2
601,G2A2d2B2G2A2A2B2|d2BAd2B2d4d2A2|G3Ad2A2G4A2B2|d2B2A2F2GAG2F2A2||G2A2d2B2G2A2A2B2|dB2Ad2B2d2edd2A2|G4d2A2G4A2B2|d2B2A2F2G2BddBe2||b2f2g3fe2f2d2e2|d4d2e2g2a2g2e2|f2a2g2efBde2e2d2|f2e2d2A2B3Ad4||b2f2g3fe2fed2e2|d4d2e2g2a2bd'3|d'2gfa2f2d'2f2f3g|g4e2B2d2B2A4
602,A2d2e4d4B2d2|G2d2d2f2e2d2ABd2|A2d2e4d4efd'2|d'2a2e2f2g2e2d4||A2d2e4d2edB2d2|G2d2d2f2e2d2ABd2|A2d2e4d4egd'2|d'2a2e2f2g2efg2a2||a2d'2d'4efd'2a2bd'|a2d'2d'4d'2a2a4|a2d'2e'd'3agd'2d'bab|d'2a2e4f2e2fga2||gad'2d'e'd'2f2d'2babd'|a2d'2d'4d'3e'e'3f'|f'2d'2d'4d'2b2ba3|d'4a2bd'a2d2d4
603,e2ded2edABe2d2B2|d4d2g2d2g2d2e2|f3gf2d2d2A2e2A2|d2feg2d'2a2d'2d'4||e2ded2edABe2edB2|d4d2g2d2g2d2e2|f4f2d2d2A2e2A2|d2feg2d'bb2d'2d'4||fga2a2d'2b2e'2d'a2d'|e'2d'2d'4d'2a2a4|d'4bd'3d'2b2gfe2|d2e2gfd'bb4b2d'2||efa2b2d'2bd'e'2b3d'|d'4bd'e'2d'2b2a4|d'3bbd'3d'2bd'g2d2|d2e2f2d'2b4b4
604,e2d2g3fg4g2a2|g2e2e2d2a3bg2e2|d2B2d4d2e2d2e2|d2Bde2d2e4e3f||e2d2g4g4ga3|g2e2e2d2ga3g2e2|d2ABd4d2e2d3e|d2B2e2b2b2a2e4||g2fga2g2d2e2e2d2|d2A2e3de2d2ded2|d4e4Bdefede2|d2gffge2efagg4||g4a2g2d2e2e2d2|d2A2e4e2d2ded2|d4d2edd2e2e2g2|b2d'2d'2feg4gagf
605,fg3g4e2d2d'2f2|f2a2b2g2e2d2d4|e2fga2g2a2g2g2ef|e2d2e4d4d4||e2g2bd'b2gae2d'2fe|f2a2b2g2fed2d4|e2fggag2a2gag2e2|e4g4g2e2d4||f2eff'g'd'2b2a2d'2ba|gabd'f'2d'2d'4d'4|g4g'f'd'2g2d'2d'2a2|gaf2a2f2e4d4||e3fg'2d'2g2b2d'2bg|gabd'f'2d'2d'4d'3b|ababe'2d'2d'4d'3b|a4b2f2e4d4
606,e4f2e2e4d2e2|B2d2d4d2e2d2A2|d2a2f2a2f2ded2B2|d2f2e2f2g2e2e2d2||e4fe3e4d2e2|B2d2d4d2e2d2A2|Bdbafg3f2ded2B2|d2f2e2f2g2e2e2d2||d'4d'2e'd'd'4e'2d'2|d'4d'4d'bg2g4|d'4d'4e'd'e'2d'2ba|g2e2e2f2g2e2e3d||bd'3e'4d'4d'4|d'4d'4d'2bd'd'3e'|f'2d'2d'4d'2bd'd'3b|g2e2e4g2e2e2d2
607,e4e2d2d2A2E2B2|d2A2AGB2d4A2d2|d2e2e2d2d2B2GAF2|A2G2G2A2F2A2GAd2||e4ed3d2A2E2B2|d2A2AGB2d4A2d2|d2efe2d2d2B2G2F2|A2G2G2A2F2A2G2Bd||d4d'2g2f2e2a2d2|e2a2b2a2gfe2d4|d4b2g2g2e2d2B2|A2G2G4G2A2A4||d4d'2g2f2e2a2d2|e2a2b2a2gfe2d4|d4abg2g2e2d3B|A4G4G2A2A4
608,d4d4e2d2d2e2|fge2d2e2g2a2g2f2|e2d2d2f2g4e2f2|g2a2e2d2e4d4||d4d4e2d2d2e2|f2e2d2e2g2a2g2ef|e2d2d2f2g4e2f2|g2a2e2d2d2e2e4||b4d'2a2d'2b2g2ag|gfe2d2e2f2g2a4|d'4d'2a2g2a2d'2g2|a3ge2d2d2e2e2g2||b3d'd'2a2d'2b2ga2g|gfe2d2e2f2g2a4|d'2bd'd'4d'4d'4|b2g2e2d2d2e2d4
609,D3ED2EFFGF2A2FG|ABA2d4d2G2G2E2|ABA2B2A2F2E2G2EF|GFEFF2G2G2E2FGAG||G2B2A2FGFGE2A2FG|A4d2Bdd2G2GFE2|A4ABG2ABdBd2f2|G2BdBd3d2D2FG3||E2FGF2GFE4FGE2|ABd2B2d2BA3G2A2|GAG2G2D2D4F2D2|E2G2A4d2E2E2G2||E4G2F2E4FGED|ABd2B2d2BA3G2A2|G2B2A2B2G2d2d4|E2A2A4d2E2E2G2
610,G4E2D2D4F2G2|A2EFd2EFA2G2FEG2|GA3FED2D4d4|d2GAA2F2D4E2G2||G4E2D2D4F2G2|A2EFd2E2A2G2E2FG|GA3E2D2D4d4|d2G2A2G2E4E2G2||GAE2E2G2BA3G2A2|d4A2dBBAG2FG3|FG2FF2A2A2BAA2d2|d2B2G2A2E2F2EF2E||G2E2E2G2BA2GG2A2|d4A2dBBAG2F2G2|F2GFF2G2A4A2d2|d4d2GAB2G2G2E2
611,FEG2G2A2A2BAG2A2|B2FGG2A2ABA2G2F2|D4E2G2A4F2G2|E2F2G4EDE2D4||E2G2G2A2A4G2A2|dBF2G4ABA2G2F2|D4E2G2A4F2G2|E2F2G4D2EDD4||abd2d4d2B2G2A2|dBA2G2AGA2d2d4|e2d2d2B2d2ABG4|F2E2G2E2F2D2D4||a2d2d4d2B2G2A2|d2A2G4A2d2d4|e2d2d2B2d2A2GFG2|F2E2G2E2F2D2D4
612,d4de3ded2d4|a2g2g3fabd'2d'4|e4e4d4d4|fgf2fe3d4d4||d4de3ded2d4|a2g2fg3abd'2d'4|fe3e4d4d4|fgfge4d4d4||d'2abe'2d'2g2d'2d'2ag|d'4d'3agad'2d'4|b2abd'2e'd'd'b3a2g2|bd'e'2d'2a2a4a2g2||bd'abe'2d'2g2d'2d'2ag|d'4d'3agad'2d'4|d'2a2d'2e'd'd'4a2g2|bd'e'2d'2b2a4aba2
613,e2f2g2e2fg2ad'2b2|gaf2bd'g2d4d4|d4a2g2f2d2b2ab|a4g2d2d4d2e2||e2a2d'2a2g2a2bd'2b|a2egd'2g2d4B2e2|d'4d'2agd'2bd'gaba|a2g2e2a2g2fgdeg2||d'e'd'2e'3d'bd'gad'2e'd'|d'4d'3bd'2baabab|d'2a2e'2d'afag2a3b|d'2bd'g2a2d2e2deg2||d'4f'g'd'babd'2d'e'd'2|d'4d'3bd'3bb2d'2|d'2e'2d'e'd'ad'2a2a3b|g3agae2d'2e2g4
614,e4e3dEFa2ed3|d4g2a2g2e2d4|ef2ga2g2e3fb2ef|a2d'2d'2a2gfe2d2e2||e4e3dEFa2ed3|d4g2a2g2e2d4|ef2gb3abd'a2a2ef|a2bd'd'2b2gfe2d2e2||d'4b2d'2d'4babd'|f'2d'2a4d'4d'4|d'4d'4bd'2bbd'a2|b2d'2bd'a2g2e2d2e2||d'4bd'3d'e'd'2ba2b|d'2e'd'd'e'd'bd'4d'4|d'e'd'2d'4e'2d'2b2a2|abd'2d'2agg2e2d4
615,E4E4A2E2B2A2|B2G2A2E2B2E2E2F2|E2G2E2FEG2FGd4|e2d2B2G2E4F2A2||E4E4A2E2B2A2|B2G2A2E2B2E2E2F2|E2G2E4G2F2d4|e2d2B2G2E2A2A2d2||e2d2d2e2g4fge2|d2e2e2fee4e2d2|fe3fe2ff2g2f4|g4a2g2d2e2e4||e2d2d2e2g4fge2|d2e2e2fee4e2g2|g4g2e2gagfg2f2|g4a2g2g2a2g2d2
616,B2d2d4F2deB2d2|e2d2e2d2e2d2a2d2|A2d2d4G2d2d2f2|g2abd'2a2a2g2f2a2||B2d2d4F2d2B2d2|fed2ed3e2d2a2ed|ABd2d3BG2d2d2fe|g2abd'2b2a2g2f2e2||d'4d'2baa2g2g2ab|b2a2a2d'2d'4a4|d'4d'4a2g2f2g2|fef2g2e2a2g2f2e2||d'4d'2baa2g2g2ab|b2a2a2d'2d'4a3b|d'4d'4d'bg2fg3|fef2g2e2a2g2f3e
617,G3AA2G2E2G2D2G2|D2E2D2E2D2E2F2G2|G4A2G2EF2GE4|G4G2A2B3dBdB2||G3AA2G2E2G2D2G2|D2E2D4D2E2F2G2|G4A2G2E2FGE4|G4G2A2BABdBdB2||f2GAABdBE2a2d2ef|d4d4a2d2g2A2|d4B2d2d2e2f2e2|e4d2e2e2d2d4||e2A2ABdAE2gaedef|d4d3ea2d2fgB2|d2B2B2d2d2e2f2e2|f2a2e4e2d2d4
618,e3gg4e2g2d2e2|d2Ada2f2e2d2d4|e4abd'2a4ag3|e2gad'2age4d4||d2f2g4deg2ede2|d2ABabf2e2d2d4|e4abd'2a4g4|e2gad'2age4d4||e'f'd'bfgbgd'4bad'2|e'2d'2b3ad'4bd'b2|d'2a2g3eg4gea2|a2g2a2g2e4d4||e'f'd'bg2bad'4b3d'|d'4bd'2bd'e'd'2bd'b2|d'2aggagfga3fea2|bag2a2g2e4d4
619,D4D2E2A2D2D4|E4G4E4D2E2|E4E2G2BAE2E2D2|G2d2A2FEF2D2D2E2||D2E2E2D2A2D2D4|E4G2F2E3DD2E2|E4E2G2BAE2E2D2|G2d2A2E2E4G2d2||d4d4d4f2e2|g2e2ded2d2B2f2g2|e2d2d4d2e2e2d2|deded2A2G4d2g2||d4d4d4efe2|g2e2ded2d2B2e2g2|g2b2a2e2d2GAG2ED|D4D4E2D2D4
620,e2d2d4DEa2B2f2|A2d2d2BAd2e2e2g2|fgd2d4A2d2gfab|d'2g2d'2f2efd2e2g2||e2d2d4DEgaB2e2|BAd2d2A2d2e2e2g2|fgd2d4A2d2g2a2|d'2g2d'bg2fed2de3||g2a2ba2bb2d'2d'2e'd'|d'4d'4d'2g2f2g2|f2a2d'ba2g2a2b2a2|d'2e'2ga3e2d2d2e2||fga2b2ad'bd'abd'3b|e'2bd'd'4d'2agegfg|g2d'2a4g2egaga2|d'b2d'bd'2ag2e2e4
621,B2d2e2f2e2d2g2e2|d3Bd2A2g2d2d2A2|A2G2A2d2d4d4|A2G2G2F2B2G2G2F2||d4g2eff2d2g2e2|d4d2A2g2d2d2AG|A2G2A2B2d4d4|A2G2G2F2B2G2G2F2||g2dBgaedf2e2f2d2|A2d2e2fgbd'3bd'ed|G4d2A2A2d2e2d2|ABA2A2G2A2G2G2F2||g2dBgaedf2e2f2d2|A2d2e2fgbd'3abe2|G4d2A2A2d2edB2|e2g2d2A2A2G2G2F2
622,B4d2e2d2B2A2G2|d2A2A2d2B2d2A2d2|d2A2d4d4B2A2|EFA2A2G2A2d2B2A2||B4d2edd2B2A2G2|d2A2A2dBB2d2A2B2|d2A2Bd3d4ABA2|E2A2A2G2A2Bdd4||abe2ef2gba3a4|g2a2agfga2f2e2g2|g2e2f4a2b2a2e2|bd'3g3fefg2g4||abe2e2g2a4g4|e'2d'2d'2a2g4e2f2|d'4bag2e2d2d2fg|g2bd'g2e2e2d2ded2
623,"G4G2F2FGEDD4|E4F2G2A2E2G2E2|G2A2A2G2G4E2D2|D4D2E2E4E4||G4G2F2G2D2DB,D2|E4EFG2A2E2G2E2|G2ABA2G2G4E2D2|D4D2E2E3DE2DE||FGE2d2F2d2D2G2ED|D2E2G2A2d2E2F2G2|F2E2e2B2d2A2B2E2|DEB,2D4D2E2E2D2||F2E2d2FEd2D2G2ED|D2E2G2A2d2E2F2G2|F2E2e2B2d4d2A2|ABd2B2d2A2E2E2D2"
624,d2ABG2edA3GEDG2|d4d2g2a2g2e2d2|d2A2G2A2G4D2F2|G2A2AGF2D4D4||d2ABG2edA2G2EDG2|d4d2g2a2g2e2d2|d2A2G2A2G4D2F2|G2A2G2E2D4D4||d2e2e2g2gfe2d4|a2bd'a3ggaf2e2dB|d4d2efd4A2d2|e2a2e2d2ed3d4||d2e2e2fggfe2d4|a2d'baba2gaf2edB2|d4d2e2d4A2d2|e2a2g2d2e4d4
625,A2G2A4d3BG2d2|e2g2fef2a2g2d2B2|GAE2G4B4d2e2|f2e2e2d2A2d2B2A2||A2G2A4d2B2G2d2|deg2f2g2d2e2d4|G2E2G4BAB2d2e2|gfe2e2d2A2dBB2A2||B2E2d2G2d2E2E2G2|d2Bde4d2g2GAG2|e2F2d2G2A4d4|e2f2e2d2A2B2B4||B2E2d2G2d2E2E2G2|d4d4d4B2A2|d2F2BdG2A4BAd2|e2f2e2d2A2B2B2A2
626,de3e4d4BAd2|d4f2d2fgd2d4|de3efe2B2d2efab|d'4e'2a2g4g2a2||f2a2f2gfdeA2A4|e2d2f2d2f2d2d4|e2d'2d'bd'2d'2bd'abe2|e2f2f2a2f2gfgad'2||d'e'3e'2d'2e'2d'2d'4|d'2b2d'3ae'2d'bd'4|d'4d'4d'4d'2a2|g2ded2a2e2f2e2g2||d'e'd'2f'2d'2d'4d'4|d'2b2d'3ad'4d'4|d'e'3e'2d'2d'2gad'3b|d'4a2e2bd'feg2f2
627,ABA2A4E2A2A2B2|G4d2G2B2F2F2G2|A4A2F2E2G2B2A2|G2A2d2G2G2D2D4||A4A3GE2A2A2B2|G4d2GFB2FEF2G2|A4GAF2E2G2B2A2|G2A2d2G2G2D2D4||f2BAgad2g2d2B2d2|e2g2gae2g2d2d4|e2B2a2d2f2d2e2d2|B2A2A4G2D2D4||f2B2g2d2g2d2B2d2|e2g2gae2g2d2d4|e2B2g2e2f2e2e2d2|B2AGA4G2D2D4
628,e2d2d2e2f2e2d4|d2B2d4d2A2A2GA|d2f2ede2d4d4|d2A2F2E2E2G2G2A2||e2d2d2e2fed2d4|d2B2d4d2A2A2G2|A4A2BAA2B2d4|d2A2F2E2E2G2G2d2||b2a2a2b2age2d4|e4d2g2g4e2a2|a2g2gfbafgd2fgAB|B2A2G2A2F2A2A2e2||b2a2a3ba2e2d4|e4d2g2g4e2a2|a2g2age2d4d2f2|d2B2GFG2F2A2A4
629,G2FGGFG2A2G2A2B2|d4B2d2A4E2G2|d2A2d2GAG4dBd2|d2e2e2ded4d4||F4F2G2G4A2B2|d4B2d2A4E2G2|d2BABdA2G2F2B2d2|d2e2e2ded4d4||f2d2d3ee4d2e2|f2d2B4d2G2G2AB|f3ee2d2fge2d4|d2e2e3dd4d2e2||f2d2d4fe3d2e2|f2d2B4d2G2G2Bd|dBd2d2a2a4gaed|d2e2e3dd4d4
630,f2e2e4f2g2d2e2|g2f2gfe2d2e2B2d2|d2e2e2d2e2ded4|e2d2d4B4d4||f2e2e2def2g2d2e2|g2fgfge2d2e2B2d2|d2e2e2d2e3dd4|e2d2d4BAB2d3B||f3eg2a2ba3g2f2|a2f2e2d2f2e2d4|g2a2a2g2a2b2g2e2|d4d4B2d2Bd3||f3eg2a2ba3fgf2|a2f2e2d2f2e2d4|g2a2a2b2a4g2fe|d4d4B2d2dBd2
