,tunes
0,"F,2D2EDF2A2B2d4|BdB2e2d2G2A2FEA2|D2E2AG2AF4G4|B4G2E2D4E,2F,2|D2E2F2E2E2F2A2F2|F2B2DE3GF3B3d|d2fgg2e2de2fg2e2|f2e2d4d2G2FED2|F,2D2D2FEA2B2d2Bd|B4e2d2G3AE2G2|DF,E2GFG2E3FG2AG|d2B2G2E2E2D2F,4|F,2AGBdBAG2A2E2d2|B2A2A3BB2d2d2ed|g4g2f2e2fgf2e2|e2dBA3BA3dg2f2"
592,B2G2AG3A2B2B4|d2B2A2B2B2d2d4|d2B2B2e2d2Bdd3e|F2A2G3AE2F2E2GF|B2A2A2G2A2B2B4|d2B2A2B2B2d2d4|d2B2d4g4g4|g2f2f2e2e2dBB2A2|B4d4d4A2B2|d4B4B2d2d4|d2B2B2f2d4d2e2|G2A2G3AF2G2F2GF|D4EDFEFGA2BdB2|d4B4B2d2d4|d2GAB2d2g4g4|g4g4gf3dBGF
593,F2E2E2D2D2FEG2A2|G2A2B2D2B2GFA4|G2E2D4D2E2E2D2|F2B2d2A2B2G2G2A2|F2E2E2D2D2EFG2A2|G2A2B2D2dBG2A2B2|GFE2D4D2E2E2D2|F2B2d2A2B2G2G2B2|G3AGA3A4A2GF|F2A2B2A2BAE2F2G2|BdB2F2A2d2B2E2D2|F2B2d2A2B2G2F2B2|G4GA3A4A2G2|F2A2B2AGA2E2F2G2|G4G2A2B4E2D2|F2Bdd2B2B2G2F2GA
594,"E4E2D2F2E2E2G2|F2A2B2G2B2A2G2A2|D2F,2D2F,2F2E2A2F2|A4A2G2G2E2D2G2|E4E2D2F2E2EFG2|F2A2B2A2d2A2G2A2|d4B2d2e4d4|dB3A2G2E2D2D2E2|EFE2E2D2F2E2F2G2|F2A2B2A2d2A2G2A2|D2F,2DF,3FE3G2E2|A4A2G2G2E2D2A2|E4E2D2F2E2F2G2|F2A2B2A2d2A2G2A2|B2d2BAd2e4B3d|d2BdA2GFG2E2DEF2"
595,"E,2F,2F,2E2E4D2E2|D2E,2E,4EFA2A4|F,2E2GFE2F2G2E4|AGd2dBd2e2d2G2D2|F,4F,2E2E2D2D2E2|D2F,2E,2F,2E2A2A4|F,2E2G2E2F2G2E2FG|D2F,DD4D2F,E,F,4|F,4F,2E2E4D2E2|D2E,2E,2F,2E2A2A4|F,2D2G2E2F2AGE4|G2BdB2d2e2d2A2D2|F,4F,2E2E4D2E2|D2E,2E,3F,E2A2B2G2|F,2DEG2E2F2A2EF2E|D4D3EF,4F,3D"
596,"B2D2d2A2f2B2f2e2|d2B2deB2GAF2B2E2|F2e2g2e2g2f2g2f2|d2A2A2GAd2A2F2E2|E3GAGDEe2d2f2e2|d4A4BAd2G2g2|e2f2e2d2e2g2g4|g2f2e2B2GF3D3F,|A2D2dBG2f2B2f2e2|d4edB2A2F2BAE2|F2e2g2e2g2f2g2f2|e2A2ABA2BdB2F2E2|E2D2e2GFf2B2f2e2|d2B2edB2AB2Ad2g2|g2f2e2f2e2f2g2f2|g4ded2B2ABe2g2"
597,B2E2B2d2e4f4|d2B2B4d2G2EDF2|GFA2d2D2e2BAf4|g4g2f2f2e2e2d2|B2d2A2Bde4f4|d2B2B4d2G2E4|F2B2BABdBAded4|de3BAG2E4E2D2|E2D2A2B2efe2f4|d2B2B4d2G2E2FG|A2B2d2D2e2B2f4|g4g2f2f2efe2d2|d2A2d2B2e4f4|d2B2B4d2G2E2G2|edB2A2e2d4d2A2|e2fed2B2A4BdBd
598,"A2F2G2A2F2G2F2A2|A4A2F2E4F,2F2|GFD2E2D2E4D2E2|F2G2d2E2F2E2E2G2|A2F2G2A2F2G2F2AB|A4A2G2E4F,2F2|G2D2E2D2E4D2E2|GFA2d2E2F2E2EF3|F2GAAG2AA2F2A2E2|E2G2F2E2D4D2F2|G4D2EFFE3D4|D2F2A2E2E2DEDEF2|F2GAAG2AA2F2A2E2|E2G2F2E2D4D2F2|G2AGD2F2E2F2D4|D2F2A2E2D3EE2DE"
599,"F,2D2D4E2D2D4|F,2G2F2D2D2E2G3A|G2A2B2dBB2G2A2F2|F2G2F2E2D2F,2F,4|F,2D2D4E2D2D4|F,2G2F2D2EDE2G2B2|B2ABdB2AB2d2B2A2|B2GFF4D2F,2F,4|D2E2E2D2E2D2D4|F,2G2G2E2E2F2G4|A4B4B2G2A2F2|F2GFF2E2D2F,2F,4|D2E2E2D2E2D2D4|F,DG2G2E2E2F2B2d2|e2A2A2F2A2d2B2A2|G3FF2E2D2F,2F,4"
600,"F,2E2FEF,2F4A4|B2d2f2B2BdF2E2F2|E3FAGD2A2E2A2D2|A4A2FGA2dBD2E2|F,2E2F2F,2F4A4|B2d2d2G2F2A2B2d2|d2efd4d3ef2d2|e2d2A2GAF2D2D2F,E,|F,2E2F2F,2F4A4|B2d2f2B2d2F2E2F2|E3FGFD2AGE2A2ED|A4A2F2A2BdD2E2|F,2FEF2F,2F4A4|B2d2e2BAB2d2e2f2|f3gfe2fd2efe2d2|d4A3BGF2Gd4"
601,"F,2D2D2BAF2E2E,2F,2|D2E2GFGAD2F2F2E2|F,2D2D2A2D2F2D2GA|E2F2EFD2D2F,2F,2D2|F,4F,4DEF,2E,F,3|E4F4d4e2g2|g4g4g4g2e2|f2d2A2G2E2D2D4|D4D2ABFE2DE,2F,2|D2E2G2A2D2EFF4|F,2D2D2G2D2E2D2GA|E4E2D2D2F,2F,4|E,4E,2F,2D2F,2E,2D2|D2EDE2D2B2dBd2e2|g4g4g4f2e2|f2d2A2FGD2FGG2E2"
602,"G4GFG2G2F2G2F2|D2E2F2E2F,2D2F,2D2|EFE2D2F2E2B2A2B2|G2AGF2A2B2E2D2E2|A2F2DEFGG2F2AGF2|D2EFE2D2D4D2F,D|D2ABe2d2d2B2d2GF|F2G2EF2EF,4F,4|G2FEE2G2G2F2A2F2|D2E2F2E2DF,D2F,2D2|F2E2D2F2E2A2A2B2|G2A2F2A2BAE2D2E2|F2E2D2F2G2F2G2F2|D2E2F2E2D2E2BdFE|D2BAd2B2Bd3ABF2|A3GGFG2D3EFE3"
603,d2G2G2F2d2B2G2B2|d4d4A2B2A2F2|A2F2A2F2e4B4|B2d2e2f2gfg2e3f|d2B2G2F2d4G2Bd|d4d4A2B2A2F2|A2G2B2A2e2d2d2Bd|B2A2GFE2F4F4|d2G2G2F2d2BdG2d2|d4d4A2B2A2F2|A2F2A2G2e4B2A2|B2d2e2f2g4d2fe|d2AGG2F2d4G2Bd|d4d4AB3A2GF|A2G2B2AGe2ded2B2|B4A2F2F2E2E2FG
604,G2E2G2A2A2F2A2BA|B2A2B2A2B2A2A2GA|BAG2FGAGA4d2e2|d2B2B2FEB2F2E2F2|A2E2AGABGFG2B2A2|A4B4B2A2AB2d|d2BAA4A2d2d2e2|d2B2B2E2d2F2FEGA|g4g4g2e2E2g2|g2def2gfg2e2deBd|g4g4g2e2g4|f2d2f2e2d2BAFGd2|g2egg2f2g4g4|g4g4g3fFAg2|g2feg4g4efed|e2B2B2feB2edG2d2
605,"F2A2G4G2F2D2F,2|D2G2A2F2G2A2G2A2|E2A2A2FGA4F2D2|D4F,2A2E2F,2F,2DE|F2A2G4G2F2D2F,2|D2G2A2F2G2A2G2A2|d4d4d4d2B2|G2D2D2A2E2F,2D2E2|G2B2A2G2A2B2G2D2|A2d2d2B2d4B2d2|G2d2B2GAA4F2D2|D4F,DAGE2F,2D2E2|G2B2A2G2A2B2G2D2|A2d2d2B2d4B4|f2d2d4d2A2B4|AGE2D2d2E2D2D2E2"
606,BAf2edGAB2G2F2AG|f2e2e2AGfef2fg3|g4e2d2d2ABG2d2|f4gf3f3eg2fe|ef2ef2e2BAe2e2de|d2e2f2g2dB2Ad3e|B4ABA2G3Ad2A2|B2e2B4e2d2d2FE|e2ded2AGA2F2A2GA|f2d2e2GFe2f2f2g2|g2f2e2d2d2ABA2d2|f4fgf2f4g2dB|f2g2g3fe3ff2e2|d2e2f2g2d4D2ed|e2d2d2A2F2BAA2GF|B2ABB2dBBAd2e2d2
607,ABd2A2d2B2A2A4|d2B2A2G2F2G2G2E2|A2d2B2dBd2A2G2A2|F4F4F4B4|B2d2A2d2B2A2A3B|d2B2A2G2F2G2G2F2|A2F2G2F2EF3EFE2|E2D2E2F2G4A4|B2d2A2d2B2A2A4|d2B2A2G2F2G2G2E2|A2d2B4d2B2G2A2|F4F4F4B2A2|B2d2A2d2B2A2A4|d2B2A2G2F2G2G2F2|A2G2G2A2G4EFED|F2D2F2G2B2A2B2d2
608,"FEABAG2AA2GFE3D|e2A2d2GFB2d2B4|G2B2BAd2GFGAF2A2|B2F2A2F2BdE2d2B2|FAD2B2GFD2A2d2B2|A2d2Bd3AGFEE2G2|A3Bd2B2AGd2e2B2|GFB2F3ED4E2D2|BAG2G2FGG2F2E2D2|e2AGBdFEB4BAB2|G2A2B2d2F2GAF2AB|B2E2A2E2A2E2e2A2|D2FGBABAB2d2d4|F2BAB2d2FAF2D2F2|B2A2d2E2E2B2e2AG|EF2GF2E2D4D2F,2"
609,B2G2E2D2D2E2E2B2|d4B2A2A4A4|G2F2F2G2G2F2G2AB|A4G3AB4A2Bd|B2A2E2D2D4E2B2|d4B2A2A2B2A4|G2F2F2A2B2A2A2B2|A4G4GFE2F3G|B2G2E2D2D2E2F2B2|d4B2A2A2B2A4|G2F2F2A2G4G2B2|A4G3AB3dABdB|ABG2E2D2D2E2F2B2|d4B3AA2B2A4|G2F2F2G2A3GA2B2|A4G4F2EFD4
610,B2AGd4f2e2e2d2|B2d2A2G2E2F2E2G2|G2D2D2A2FEA2AGd2|A2B2GA3d2B2A2B2|dAf2A2BdB4d4|e2B2B2G2E2F2E2G2|G3Afed2g2e2g2f2|e2dBd2edd2A2GA3|E2F2d2e2f2e2ed3|B2d2B2G2E2F2E2G2|G2D2D2G2E2GAA2d2|A2B2GA2Bd2ABA2BA|d4B2dBBd3ded2|B2d2B2G2E2F2E2G2|G2A2f2edf4g2e2|e2d2d4B2A2d2f2
611,F2E2G4D2F2d2f2|d4B2d2B4A2G2|E2D2E4E2G2A2B2|A2BdA2d2A2d2D2E2|AG3F2G2D2F2d2f2|d4B2d2B4A2G2|E2D2E4E2A2A2B2|FEGAd2BAd2GFd2GF|F2EDG2A2D2F2d2f2|d4B2d2B4A2G2|E2D2E4E2G2G2B2|GABdA2d2BAd2D2E2|G2FEGAGAD2FGd2f2|d4B2d2B4A2G2|E2D2E4E2A2B2d2|E2GAf2d2B2GBe2f2
612,"E,2D2E2F2A2F2A2B2|d2B2d2A2E2D2E2F,2|E,2F,2D4E2D2D2F,2|D2F,2D2F,2E,2F,2E,4|E,2D2E2F2A2G2A2B2|d2B2d2A2E2DEG2D2|E2AGA4F2G2G3A|B4AGE2D2EFD3F,|E,2D2E2G2A2G2A2B2|d2B2d2B2E2D2E2F,2|E,2F,2D2F,2D4D2F,2|D2F,2D2F,2E,2F,2E,4|E,2D2E2G2A2G2A2B2|d2B2d2B2E2D2A2E2|F2G2AGA2B2G2A4|BAB2d2GAA2G2d3e"
613,"F,2A2E2F,2D2F2A2G2|B4e2G2e2G2E2G2|F4F2E2D4E2D2|D4D4F,2D2F,4|F,2A2E2F,2D2F2A2G2|A2B2G2D2D4D4|E2ABG4F2A2A2B2|d4G2FGFGD2FEAG|F,2A2E2F,2D2F2A2G2|B4e2A2e2A2F2AG|F4F2E2D4EFD2|D4D4F,2D2DF,3|F,2A2E2F,2D2F2A2G2|AG2AEFGFDE2FGFE2|E2A2G2EFF2AGA2Bd|dBdBA2EFDF,2DF,DE,2"
614,"D4D4F,2E2F2B2|B4G2F2D2EDD2F2|D4DF,D2D2E2D4|D2EFE2D2F,2DF,F,2E2|D4D4F,2E2GFB2|B4G2F2D3EGFG2|D4D4D4G2FG|A2F2E2G2GAEFBAG2|D4D4F,2E2F2B2|B4G2F2D2E2D2F2|D4F,2D2D2E2D4|D2EFE2D2F,4F,2D2|D4D4F,2E2F2B2|B4G2F2DF,E2G2A2|D2E2E2D2D2E2F4|G2DEE2G2B2FGA4"
615,"GFABBAB2e4e4|e4e4dBd2B2de|d2e2d4dBe2f2g2|f2d2B3AB2EFABAG|edGAABG2F,2GAd2GA|GFBAAB2AA2E2DE2F|E4D2E2E4B3d|ede2e2f2e2Bdd4|E2F2ABA2de3e2de|ede2e2d2d4ABd2|B2edBd3B2e2f2g2|f2edB4BdF2d2E2|EDGFE2AGFGF2E4|E4BdAGGAFED2FE|EFD2E2D2D2A2d4|Bd2Bd2e2d2ABe2Bd"
616,d2e2d4B2A2F2G2|d4B4A4G2A2|B2A2B4A2E2D4|E2DED4F2E2G2d2|d2e2d4B2A2F2G2|d4B4A4G2A2|B2A2B4A2E2D4|F2D2D4G2E2G2AB|G2E2F2G2A4A4|G2F2E4ABA2GA3|B3AF2G2FG3E2G2|B2d2d4d2B2A2d2|G2E2F2G2A4A4|G2F2E4B2A2G2A2|B3AG4G4FEGF|B2d2B2A2B2A2G2AB
617,d2B2A2B2d4B2G2|B2A2A2G2BdB2B2d2|d2e2ed3e2f2e2B2|B2A2GAGAA2F2G2BA|d4B4d4B2G2|B2A2A2G2d2B2B2d2|d2A2F4A2F2DED2|D2FEG2A2G2F2G4|d4A2B2d4B2G2|B2A2A2G2d2B2B2d2|d2e2e2dee2f2e2dB|B2A2A2G2A2F2F2B2|d4A2B2d4B2G2|B2A2A2G2d2B2B2d2|d2BAGFA2GAGFF2E2|GAG2A2B2GAF2G2A2
618,d2B2BdB2A4A3B|d4B4A3BAB3|D2F2F2G2A4d4|d2e2B4B4A2Bd|d2B2d2BdA2BAA2B2|d4d2B2A2B2B4|D2G2F2G2A4d4|d2e2B4B4A2B2|B4B4A2B2A2B2|d4d2B2A2B2B4|D2F2F2G2G2A2d3B|d2e2B3dB4A2B2|B4dB3A3BA2B2|d4d2B2A2B2B4|D2F2F2G2AGA2d4|d2e2B2d2B4A4
619,d2A2D2F2E4E2G2|B2G2e2A2B4d2B2|A2D2D2EFE2D2D4|G2D2B4e2d2A4|d2A2D2F2E4E2A2|B2A2e2B2B4d3B|A2D2E2F2ABA2A2d2|dB3A2F2A2F2A2dB|d2A2D2F2FE3E2A2|B2A2e2B2B4d4|A2D2D2EFED3D4|F2E2B4e2d2A2d2|d2A2D2F2EFE2E2A2|BdA2e2B2B4d3B|A2D2E2F2d2A2d4|d4B4AG3FG3
620,f2B2f2Bdg2dBd2B2|d2A2g2d2g2D2B2d2|f2B2feBAe2A2d2A2|d2e2g2d2B2dBB2e2|f2B2f2d2g2d2d2B2|edA2g2d2g2D2B2d2|f2A2f2B2e2A2d2A2|d2e2g2d2B2d2B2e2|e2EFG2F2G2A2E2A2|F2E2e2B2d2D2F2G2|deG2D2E2F2A2FG3|dBe2g2d2B4B2d2|e2EFG2F2G2AGE2A2|F2E2deB2d2D2F2G2|deAGD3EGFGAG3A|d2e2g2d2B2d2B4
621,"d4f4deB2B2d2|e2d2A2d2d2A2A2d2|e4d2f2g2e2e2d2|B2A2A4A4B2d2|B2e2f4ed3B2d2|e2d2A2d2d2A2A2d2|e4d2f2g2e2e2d2|dBA2BAG2A3BA2G2|F2DEE2D2F,4F,2D2|D4D3EA2E2F2A2|A4A4A2G2G2F2|F4FGF2F3GFG2A|F2D2E2FED2E2E2D2|D4D2E2AGE2F2A2|A4A4A4G2F2|F4FG3E4E2AB"
622,"F,2D2E2A2A2F2F2E2|F,4F,2D2E2F2F4|D2EFF4E2G2F2E2|F2A2dB3d2AGABE2|F,2D2E2A2A2F2F2E2|F,4F,2D2G4d2ed|f4f2e2de3d2G2|A2B2G2E2D2F,DF,2ED|F,2D2E2A2A2F2F2E2|F,4F,2D2E3FFE3|D2E2FE3E2GFF4|F2A2dBABd2A2BAD2|F,2D2E2A2A2F2F2E2|F,2D2F,2D2B3de4|f4fed2e2d2BdA2|B2A2G2E2D4DEDE"
623,"B2e2g2f2efe2d4|d2B2A4e2G2B2A2|e4d2f2g2e2ed2e|d2f2f2e2d2f2f4|E2feg2f2f4d4|d2B2A3Be2G2B2A2|e4d2f2g2e2e3d|d2f2f4e4e2d2|D2EDEDEDD2F,2D2F2|E2D2E2G2e2B2d2B2|G2EFGFGAG3AGA3|A2e2d4e2deded2|FAF2A2BAG4F4|E2D2E2G2e2B2d2B2|G2F2GFG2G4A4|A2e2d4edB2d2ef"
624,"A2E2A2FEF,2E2F2A2|A2E2E2F,2F,4F,2E,2|ED3G2D2E2F2B2dB|G2E2B2G2D2GFE2FG|A2E2A2E2F,2E2F2A2|A2E2E2F,2F,4F,2E,2|ED3G2DF,E2F2Bd3|G2F2B2G2D2G2E2AG|G2EDD2FGD2E2G4|A2GFF2F,2F,4F,2E,2|D4D4D2FGG2B2|AGF2B2G2D2G2E2F2|G2EDD2FGDF,E2G4|A2GFF2F,2F,4F,DE,2|D4D4D2F2G2B2|A2F2B2G2D2FGF2AB"
625,"F,2FEF2A2E2A2A2G2|G2d2A2E2A2d2edAG|D2F2E2G2G2A2A2G2|D2FGEFEFD2E2D2F,2|F,2F2F2A2E2A2A2G2|A2d2A2E2A2d2e2B2|E2G2E2G2A4A3G|D2F2E2FGAB3dBed|F,2F2F2A2E2A2A2G2|A2d2A2E2A2d2edA2|D2FGE2G2G2A2A4|D2FGE4D2E2D2E,2|F,2F2GFA2E2A2A2G2|A2d2A2E2A2B2e2dB|F2A2E2GAG2B2A4|D2G2B2A2AGAGd2e2"
626,GFE2G2F2E2F2F2A2|B2E2G4d2A2A4|FEA2A4B2AGG2AB|d2ABB2G2GFG2G4|F2E2G2F2E2F2F2A2|B2F2G4d2ABA4|F2A2A4B2A2G2B2|d2BAB2G2F2G2G2FG|B2F2E4E2F2G2A2|G4FEF2B2G2A4|A2B2B2A2A4G2AB|d2BAABG2G4G2A2|B2F2E4E2F2G2A2|GAF2FEF2B2G2A4|A2B2B2A2A4G2AB|d2ABABG2G4F4
627,AB3e2d2f2g2f2e2|d2B2A4A2B2G4|A2G2G2F2F2A2B4|F2G2F2AGG3AA2d2|dBe2d3eB2d2e2d2|d2B2B2A2BAB2G4|A2G2G2EFG3AdB3|G4B2d2BAGFFGF2|D2AGe3dfgf2e2d2|d2B2B2A2AB3G4|A2GFF2E2F2A2B4|G4F2A2A3BG2Bd|B2e2d2eddeBdd2GA|G3Fd2A2AB3G4|A2G2G2FEF2A2B2A2|G2d2d2A2G2E2G2Bd
628,"D2E2D4D4F,4|D2F,2FEF2DE2DD2F,2|E,2F,2F,3DF,2D2F,2D2|F,4D2F,2F,4F,2D2|AGF,2F,D3G2D2E2D2|E2G2EDE2EDE2D2B2|B2d2e2B2DEG2B2EF|F4GF3A2DEE2F,2|D4D4D2F,2F,4|D2F,2E2F2D4DF,3|E,2F,E,F,4F,2D2F,2D2|F,4D2F,2F,2E,2F,4|D2FEFE2FE4F,2GF|F2D2ED2EE4A4|d4edG2D2A2FGF2|A2G2FEGAABAGd2e2"
629,F2D2D2E2G2D2E2A2|A4A2B2G2F2E2B2|AGF2F2A2A2GFE2F2|B4A2E2D4D2E2|EFD2D2E2G2D2E2AB|A4A2B2A2F2E2B2|A2F2G2A2A2F2E2FG|BdB2A2E2D4D2E2|d4dB3A2d2B2A2|G2FGA2F2F2D2F2B2|B2d2B3dd2B2B2A2|GA3A2FED4D2F2|d4d2B2A2d2B2A2|G4A2F2F2D2F2B2|B2G2G2A2BAd2d2A2|A4A2F2D4D2E2
630,"F,4E2G2E2F2G2AB|B2A2F2A2G4B2F2|F2A2B2e2e2B2A4|A2FGE4D2E2D4|F,4FEG2E2F2G2B2|B2A2F2A2G3AB2GF|FGA2B2e2e2B2A4|E2D2D2F,2F,2E2FED2|F,4E2G2E2F2G2B2|B2A2F2A2G2A2B2F2|F2A2B2e2e2B2A4|A2G2E2D2D2E2D4|F,4FEG2E2F2G2B2|B2A2F2A2G3AB2F2|FGA2B2e2e2B2A4|F2D2E2D2D2E2GEBA"
631,"F,2E2F4E4E2A2|B2A2A2B2BA3A2GF|E2F2A2GAG2E2D2E2|ABG2FED2F,2D2D4|F,2F2F4E4E2A2|B2A2A2B2B2A2A2G2|A2GAA4G2AGE2D2|D4F,4F,2D2D4|F,2F2F4E4E2A2|B2A2A2B2A4A2G2|E2F2G3AF2E2D2E2|A2F2F2D2F,2D2D2E2|F,2F2F4E4E2A2|B2A2A2B2A4A4|B2A2A2G2GAG2DE2D|D2F,DF,4F,DF,2DF,D2"
632,"AGA2d2F2A2E2EFF,2|F,4FEA2G2A2ABG2|E2F2A2G2AGEFE3F|D2F2E2G2F2E2D2E2|D2F,DF,2D2G2D2E2D2|DE3GFG2B4A2d2|B2e2d2e2e2f2e2B2|B2F2GAG2F2G2DEF,2|BAFEABF2A2EDE2F,2|F,4E2A2G2A2A2GA|E2F2A2G2G2E2E4|D2EFE2G2F2E2D4|F,2DF,D4F2F,2F,2D2|D4F4A4GAB2|d2e2d2e2d2efd3e|d4dBA2B4B2d2"
633,G2A2B2FGG2E2F2D2|A4G2A2A2B2d2B2|B2A2G3FA2E2E2G2|A2d2d4d2B2e2d2|e2dBF2B2f2d2d4|d2A2d2B2B4d4|dBd2e4e2A2GFGF|E4D4E2F2E2D2|A4ABG2G2E2E2D2|A2G2G2A2A2B2d2B2|A4G4A2E2F2G2|AB2dA2B2d2A2e2F2|d3BE2GAB2G2G2A2|d2BAd2A2B4d2B2|dBd2d4d2GFF2G2|GAG2F4A3GAGBd
634,"F,2D2E2G2F2E2E2D2|E,4DF,D2A4A2B2|EDE2F4F2d2d2A2|A4d2B2A2G2G4|F,2D2E2G2F2E2E4|E,4DF,D2A4A2B2|F2d2f4f2d2d2B2|A3BB2AGG4G4|F,2D2E2G2F2E2E3D|E,4F,2D2A3BG2B2|E4F2E2E2Bdd2A2|AGA2d4A2G2GFG2|F,2D2E2G2F2E2E3D|E,4F,2D2A2B2A2B2|A2Bde2f2f2B2A2d2|e2d2e2A2A2G2G2F2"
635,"B2A2d2B2B2A2A2d2|d2B2AGA2A2G2E2F2|F,2E2B2G2ABF2F2A2|A4D2F2E2F2D2E2|B2A2d4B2A2A2d2|d2B2A4A2G2F4|F,2E2B2G2B2F2F2A2|A4E2F2E2F2D4|E2D2F2A2A4B2d2|B4G2A2A2G2F4|D4G2F2G2F2F2G2|A4E2F2E4D2E2|E2D2F2A2A4B2d2|B2ABG2A2A2G2F4|D4G2F2G2F2F2G2|A4E2F2E4D4"
636,A2G2G4F4A2d2|B2d2A2F2F2G2F2G2|E2G2E4F2E2E2B2|A2d2B2A2A4A2Bd|A2G2G4F4A2d2|B2d2A2F2F2G2F2G2|E2G2E4F2E2E2B2|A2B2B2A2A4A4|A2G2G4F4A2d2|B2d2A2F2F2G2G4|E2G2E4F2E2F2B2|A2d2B2A2B4A2GA|A2G2G3AF4A2d2|B2d2A2F2F2G2G4|E2G2E4F2E2F2B2|A2B2B2A2AB2AG2A2
637,D2A2B4A4F4|E2F2A4Bd3d4|G2d2d2BdBABABdB2|ABA2G2FGB2EDF4|D2A2B4A4F4|E2F2A4d4d4|e2d2d4ded2A2E2|D2E2D2E2F2D2D4|D2B2B4A4F4|E2F2A4d4d4|A2d2d2BdB4B4|B2A2G2F2B2E2F4|EDB2B4A4F4|E2F2A4d4d4|d2B2A2B2d2BABA3|A2F2F4A2E2E4
638,B2A2A2F2A2B2A2FG|B2A2A4d4d2B2|d2e2d4E2GAE2A2|F2ABE2A2A2F2B4|BAd2B4A2B2d2G2|B2A2A4d4d2B2|d3ee2f2g4g4|g2fef2d2e2d2d4|A2GAA2F2G2ABA2G2|B2A2A4d4d2B2|d2e2B2d2FEG2E2GA|E2A2E2A2AG3d4|A3BG2BAd2B2d2A2|B2A2A4dBd2d2B2|d4f4g4g2fg|g4g2f2f2d2B2A2
639,e2g2g4d2B2B4|BAG2B2d2f2B2d2B2|B2d2e2B2d2B2d2e2|e2d2f2e2e2d2e2B2|e2g2g4d3BB4|B2G2B2d2f2B2e4|f2e2ded2d2A2GAE2|F2e2d2GAA4B2dB|edg2g4d2BdB4|B2G2B2d2f2A2d2B2|B2d2e2Bdd3Bd2e2|f2d2f2e2e2d2e2A2|e2g2g4e2dBB4|B2G2B2d2f2B2e4|e2d2B2d2d2A2B3A|d2e2d4d2BAd2e2
640,GA2GB2A2e4f2ef|f2g2f2e2d3ed2f2|A2EFF4A2G2B4|B4A2G2A2d2D2d2|fe3FGA2FE2FGA3|d4e2d2d4g4|fe3d4d4B4|B2ABB2d2e3de2FG|E2FEABAGde3f2e2|f2g2g2e2d2e2d2f2|A2E2FEF2A2G2A4|BdB2A4B2d2DEe2|B2fdGAdBABGAEDF2|ABd2d2A2G2B2e2f2|f2e2d2B2B4B2A2|B4A4G2ABd2f2
641,A4G2A2B4B2d2|A2GAd2B2ded2d2B2|BdG2FGF2A2F2A2B2|d2B2d2B2e2d2d2BA|A4G2A2B4B2d2|A2GAd2ABd2B2e4|B2A2G2d2e2f2f4|e2f2e2B2e2d2Bd3|A4G2A2B4B2d2|A2GAd2B2d2B2B4|d2G2F3GA2GFA2B2|d4d2B2e2d2d2B2|A4G2A2B4B2d2|A4d2ABB4E2d2|A2F2GAd2d2f2g2f2|g4e2d2e2B2d2Bd
642,B2A2d2B2f2e2e4|d4f2d2f2d2e3d|d4e4g2f2g2f2|e2d2B4A4A2d2|B2A2d2B2f2e2e2f2|d4f2d2g2d2e4|Bd3B2edd2A2G2A2|d2e2B4AGB2A2d2|B4d2B2f2e2e2f2|d4f2d2g2d2e4|d4e4g4g3f|f2e2d2B2A4A2B2|B4d2B2f2e2e4|d4f2d2g2d2e4|d2B2B2e2d2F2A2B2|e2f2d4A4A4
643,A2e2e2d2B2G2G2B2|d4f2d2d2B2A4|B4B2A2B2G2B2d2|f2g2g2f2e2d2d2AB|A2e2e2d2B2G2A2B2|d2e2f2d2d2B2A4|B2d2B2A2B2A2AB3|A4GFDEGFE2E3D|A2e2e2d2B2G2A2B2|d2e2f2d2d2B2A4|B2d2B2A2B2AGB2d2|f2g2g4e2d2B2EF|GAe2e2d2B2G2A4|d2e2f2d2d2B2A4|B2d2B2ABd2B2d4|B3AB2G2A3GF2A2
644,"E4D4F,4F,2D2|D4E4D2GFGFG2|DE3D2G2D2F2E2A2|G2B2BAG2GAD2G2F2|d2FED4E2D2F3E|FG3E4E2F2ed3|B2d2e2d2A2F2G2D2|D2A2E2FED4D4|BAD2F,2D2F,4F,4|D4E4D2F2F2GF|D2E2D2GFD2EFE2A2|G2B2A2G2G2D2A2D2|dB2AF2EGED3F,DFE|F3EG2DED2E2d2B2|d4efABBAB2G2E2|FGFGFEA2A2B2BdBd"
645,"BAF2d2E2D2F2B2D2|F,4D2F,2EFD2EDA2|e2Bdd2F2A2BAe2E2|E2A2FGd2F2A2EFD2|A2F2d2E2D2F2B2D2|F,4D2F,2D2F,2D2F,2|F,2E2D2G2B2d2d2BA|A4F2G2D2F,2D4|A2F2d2E2D2F2B2D2|F,4D2F,2F2D2D2G2|e2B2dBFGA4d2E2|E2A2EFB2FEA2E2D2|A2F2d2E2D2F2B2D2|F,4D2F,2E2D2A2ED|F,2GEDEB2d2B2B2d2|d3BBA2BE4G2E2"
646,"G2E2B2E2B2E2A4|d2g2f2d2e2B2GAG2|F2E2G2D2d2E2BdE2|d2A2A3GB2d2A2B2|AGE2B2E2B2E2A4|d2g2f2d2e2B2A2G2|F2E2G2E2B2E2F,DF2|D4ED3D4E2D2|A2E2B2E2B2E2A4|d2g2f2d2e2B2A2G2|F2E2G2E2d2E2d2E2|d2A2A4B3dF2B2|G2E2B2E2B2E2A4|edg2f2d2e2B2A2G2|F2E2G2E2B2DED2E2|F,2D2G2D2E2F2FEG2"
